content,score,label
ada barang yg palsu,1,negatif
aplikasi shopee ini sangat membantu selebihnya biar bintang yang bicara,5,positif
tolong lah buat shopee iklan nya di kurangin di google chrome saya mau download script aja susah banget pencet dikit aja langsung ke shopee sampai sampai saya uninstall shopee nya sangking setres nya,5,positif
A C i C,5,positif
jelek di bagian expedisi selalu gonta ganti tidak semua wilayah selalu ada expedisi pengiriman,1,negatif
adain lah mode drak hitam tampilan shopee Jangn cuma bisa di hp mahal doang,2,negatif
kurir nya gak becus gak sesuai estimasi buat kalian jangan mah dowload aplikasi ini,1,negatif
baru pake apliksini joba dulu,5,positif
kenapa makin kesini biaya layanannya mahal sieee sedih bgt deh,1,negatif
setiap verifikasi wajah selalu vermuk,1,negatif
kenapa tiba tiba keluar akun sendiri?,2,negatif
"Jujur saya cukup terganggu dengan iklan Shopee yang terlalu sering muncul saat membaca novel di Wattpad. Ketika sedang fokus membaca atau masuk ke bagian cerita yang seru, tiba-tiba muncul iklan Shopee berkali-kali dan itu membuat pengalaman membaca jadi tidak nyaman. Saya paham iklan memang diperlukan, tetapi kalau frekuensinya terlalu sering justru membuat pengguna merasa terganggu. Semoga pihak Shopee bisa mengurangi intensitas iklan agar pengguna aplikasi lain tetap nyaman.tolong diperbaiki",1,negatif
Shopee murah dn serba ada. is the best,5,positif
sangat puas dengan pelayanan yang di berikan di setiap toko,5,positif
"bnykinn promo putongan harga dong, biar semangat lgi nihh belanja di online",5,positif
Ok good,5,positif
sangat bagus,5,positif
"min kenapa diskon pengguna baru buat shopee food kok sekarang jadi 15k lagi si min, padahal udah enak diskonnya 25k, jadi bisa beli 2 makanan dengan harga hampir sama kayak beli satu tapi pake diskon 15k, mana diskonnya sekarang cuma satu hari lagi, besoknya udah ga ada diskon lagi, hadehhh balikin ke diskon 25k lah min, jadi nya aku beli shopee food terus, plisss min shopee😭",4,positif
👍,5,positif
shoppe ribet..susah mau jadi affiliate .uang hasil affiliate hilang gak tahu kemana.tolong perbaiki dan permudah rakyat kecil.,2,negatif
mending tiktok shop dari pada ini ngriminan tidak sesuai tanggal kecewa banget bagi saya,1,negatif
keren sekali bisa belajar di aplikasi ini,5,positif
Pelokek pelitt 50 aja ngak ngasih belanja di apk lain banyak ... bintang 1 pantas buat shopee,1,negatif
bagus,1,negatif
"jujur kecewa sm sistem apk nya, pas baru² di buka lelet, trus semisal mau buka toko nih masa harus download apk lagi sih☺️ kan sudah ada apk ini knapa musti download lg, Kasian yg ngga ada memori hp trus mau ttp jualan. Tolong di perbaiki lagi ya sistemnya🙏",3,netral
selalu puas belanja di shopee allhamdulilah buat usaha juga ok ad paylater ya juga terimakasih shopee,5,positif
jelek pokoknya ada kesalahan shopee ga tanggung jawab habis duit ku kaya gini pepe,1,negatif
Beli di kirim barang rusak. retur hampir 1jt. barang sudah sampai uang kembali. tektokan penjual nda klik selesai,1,negatif
bagus,5,positif
sangat membantu dalam berbelanja.. semoga lebih banyak lagi disebut belanjanya,5,positif
beberapa kali kena pembatalan otomatis dg alasan aktivitas tak wajar sampe uninstall dan download lagi. tapi tetap aja kena. chat cs shopee tetap gak ada perubahan. bikin gak nyaman aja tiap CO,1,negatif
Banyak keuntungan bagi yang cermat,5,positif
good,5,positif
"I💖 shopee,Aku sangat suka🥰🥰",5,positif
barang sesuai 👍,5,positif
mantap belanja lebih enak tanpa ribet tapi kalo retur terus GK bisa beli jadi kadang suka hapus dulu nunggu 5 bulan batu download 🗿,5,positif
aneh banget beberapa kali transaksi bayar pakai Shopee pay pas waktu pembayaran lamanya sumpah gk habis pikir padahal saldo Shopee pay ada. giliran COD proses cepat. tolong diperbaiki mau bayar pake uang sendiri diperlambat herann.,1,negatif
"saya suka dengan gratis ongkir dan diskon,, tapi kenapa sekarang harus ada iklan video otomatis putar saat membuka aplikasi shopee,, ini sangat menyebalkan,, saya kasih bintang 3. Tidak masalah dengan iklan video saat buka aplikasi tapi harusnya ada fitur on/off putar otomatis. Saat di tempat tertentu iseng buka aplikasi shopee tiba² ada suara kenceng dr iklan video kan jadi tidak nyaman.",3,netral
apakah spaylater sedang error sehingga tidak bisa dibuka?,5,positif
kren,5,positif
sangat bermutu dan memuaskan,5,positif
terima kasih,4,positif
"seringkali muncul nike di pencarian, mengganggu sekali.",3,netral
"akunku kok jadi hilang, padahal pesanan sudah terbayar",1,negatif
nyoiip,5,positif
mau login aja ribet,1,negatif
Aplikasi nya sangat lemot,5,positif
"sekarang kok tidak bisa iklan di bawah 25ribu sih, tolong semoga secepatnya bisa iklan di bawah 25ribu lagi",4,positif
sangat bermanfaat,5,positif
tolong lah klo top up di e-wallet lain udh di kasih admin jangan kena potong juga lahh saldonya jdi ke potong 2 kali tau tolong banget ini mah,4,positif
mohon secepatnya update tracking real time 🙏 kalo udh ad tracking real time bakalan gw kasih bintang 5,1,negatif
ok lah siiip,5,positif
shoping lebih mudah dan gampang.,5,positif
Sangat memudahkan dalam berbelanja online,5,positif
sangat baik,5,positif
jangan beli banyak barang palsu saya sudah banyak kena,1,negatif
bagus,4,positif
"Saya merasa dirugikan sekali ya dengan sistem shopee food deals ini, buat salah paham. Harga yang ditampilkan akan dianggap sebagai harga bersih, tau nya itu bukan membeli produk tapi malah membeli voucher, dan harus mengeluarkan biaya lagi. Seharusnya sdh tidak ada biaya ongkir dan biaya layanan dong jika sistemnya harus membeli voucher seperti itu. Kacau sekali.",1,negatif
mantap deh aplikasi nya 👌,5,positif
trimakasih buat shopee berkat aplikasi ini saya bangga dengan adanya kompetisi apl shopee,5,positif
berguna,5,positif
lumayan murah dan berkualitas banyak diskon dan gratis ongkir,5,positif
puas,5,positif
good,5,positif
sejak pake shopee memang ada kepuasan yg luar biasa,5,positif
terimakasih kk,5,positif
"keren ,pengiriman cepat, barang ok..",5,positif
sangat membantu,5,positif
"kenapa ya kadang barang yg kita pesan kadang tidak sesuai pas datengnya.padahal ditoko yg sama,saya udah berapa kali beli salah terus ada yg kekecilan banget''ada jg brang yg dteng lain 🥲",3,netral
paling best,5,positif
bagus,5,positif
bagus dlm segalanya,5,positif
sejauh ini memuaskan pakai apk ini,5,positif
cuman limit nya susah naik,5,positif
mantap,5,positif
"kasih bintang 1 aja udah aku mau login shopee malah terkendala verifikasi wajah system eror terus mana mau transaksi si shopee , lama kelamaa pindah aja transaksi di apk lain . gak bisa di harapkan sekarang shopee",1,negatif
👍,5,positif
saya suka belanja di shopee tapi sekarang saya kecewa shopee saya tidak bisa di cod lagi,1,negatif
selalu tingkatkan kualitas produk,5,positif
Kolom pencariannya idiot yg ditulis apa yg muncul barang lain,4,positif
"soppe sih bagiku lumayan oke, tp karna adanya spinjam jadi muak saya, terlambat itungan hari banyak denda giliran buru2 saya lunasin sbelum tempo jg gak ada keringanan, gililran limit sudah mulai gede malah di nonaktifin, pihak soppe tolong buang aja tuh spinjam , percuma kalau tidak bisa di gunakan, mending buang saja. terima kasih",1,negatif
sangat membantu dalam mendapatkan segala kebutuhan,5,positif
bagus bangetttt,5,positif
"1. Kenapa sekarang tdk ada nama kurir? jika ada kurir nakal kami komplain dgn nama siapa kan jadi tdk tau 2. Saat pesanan datang kenapa tdk bisa langsung di klik oleh customer, tp harus nunggu sistem?saat akan mengulas tapi di sistem nunggu 2 hari bagaimana caranya unboxing, barang sdh keburu dibuka dan dipakai, apalagi jika berupa makanan kan harus cepat diolah. Tolonglah perbaiki sistem yg semakin amburadul, kalau caranya seperti itu akan jadi kesempatan emas bagi driver / kurir / toko nakal",1,negatif
SPX Cabang kendari pengirimannya terlalu lambat,4,positif
"Saya pengguna setia shopee, namun sayang sekali iklan shopee ada dimana-mana! sangat bertebaran dan jujur saja saya merasa sangat muak!!!!!! ayolah jika iklan kalian biasa saja tidak apa, tetapi saat sangat sedikit saja ke geser shopeenya langsung ke bukan otomatis! menyebalkan!",2,negatif
aman diaplikasi,4,positif
kendalanya masih sama pengiriman pake spx yg lama & mengecewakan,1,negatif
puas,5,positif
"selama beberapa tahun menggunakan shopee tidak pernah menemui masalah, aman aja",5,positif
selama belanja di shopee saya merasa puas dan nyaman,5,positif
"pengiriman barang sering stuck, memang sudah tidak niat jualan shopee anjeng, bosen gw nunggu barang sampe 10 hari tak sampai",1,negatif
mantap. bagus. kokoh dan kuat,5,positif
bagus sekali belanja JD mudah.,5,positif
mantap hp saya hilang terus ada suara notif shope jadi ketauan hp nya dimana,5,positif
aplikasi ini adil amanah dan bagus,5,positif
👍👍💥💥,5,positif
apk shopeenya bagus,5,positif
shopee membela kuri spx yang salah dan tidak proporsional,1,negatif
setiap login dibikin ribet terus,1,negatif
"semakin berkualitas produk, prosesnya pun cepat, mempermudah belanja digital",5,positif
bagus baik terbantu,5,positif
mantap 👍,5,positif
Biarkan bintang yg berbicara 🤗🥰,5,positif
membatu keluarga ku,5,positif
"iklann Shopee bikinn guaaa eemosii y, COBAA KAGAK USAHH MAKSA IKLANNYAAA PuqiIi ngeselin bgtt, dikira gua peduli apa😡😡",1,negatif
minus balas chat penjualnya pake Ai.. meresahkan,4,positif
makasih sdh sangat membantu ibu² tdk keluar rumah tinggal tunggu barang sampe,5,positif
aplkasinya bangus,5,positif
mantap,5,positif
ok,5,positif
"bagus, tapi banyakin dong diskon voucher buat shopee food nya, hihi",5,positif
"IKLAN LO DI WATTPAD GANGGU BANGET, SUMPAH. orang lagi baca juga. buku udah mahal, orang-orang pada miskin, ada aplikasi bacaan bagus lo malahan nyempil, MAKSA masuk ke aplikasi lagi. dunia udah tahu kali kalau lu tuh ada. caper banget. PLIS BGT KALO NGIKLAN JANGAN MAKSA MASUK KE APLIKASIII YAA SIAALAAANNNNN",1,negatif
jadi mudah & murah semuanya,5,positif
adanya SPX sangat Akurat Pengantarannya. Cod pun terkadang Duit Belum Di Tangan Pesanan Sudah menuju lokasi. luar biasa pelayanan nya. semoga semua yg belanja bahagia.,5,positif
"pelanggan shopee.. belanja murah, semua ada❤️",5,positif
"pesanan sangat cepat sampai, materinya bagus untuk diaplikasikan",5,positif
ok,5,positif
Sejauh ini bagus sih.,5,positif
lemot,1,negatif
"Hallo, Shopee akhir-akhir ini Apk lemot kayak berat sekali. . .",5,positif
keren dehh,5,positif
shopee sangat membatu..,5,positif
Memuaskan,5,positif
jelek sekali koin shopee saat selesai belanja tidak pernah ada kacau kecewa sekali dengan shopee ini asli kalau barang nua tidak ada di tempat lain hanya ada di ahopee ogah juga pake shopee,1,negatif
sangat murah meriah D Shopee,5,positif
bagus banget,5,positif
Shopee memang sangat membantu sekali untuk saya yang senang sekali blanja wah terikasih Shopee sdh memudahkan sya untuk berbelanja.,5,positif
barang tidak saya terima tapi status sudah di terima tolong pihak shopee cari kurir yang amanah mana barangnya sudah saya bayar duluan kasih pelajaran buat kurir kurir yang tidak bertanggung jawab,1,negatif
Terima kasih,5,positif
barang yang di tawarkan terjangkau buat konsumen kelas bawah supaya bisa memiliki barang yg di inginkannya...🙏👍,5,positif
bagus cuma kalo mau beli tiba tiba gak bisa gara gara voucher sudah di gunakan pas aku ganti tetap aja gak bisa beli,4,positif
good,5,positif
"aplikasi jelek, mau daftar jualan saja harus ganti nomor segala macem, sedangkan nomor telepon saya saja hanya satu, ga rekomendasi buat orang orang yang mau jual barang dalam skala besar atau barang second",1,negatif
belanja lumayan banyak ongkir gratis nya.,5,positif
ok sih,5,positif
"lagi asik2 baca wattpad tiba2 langsung masuk ke akun shopee, ganggu bgtt sumpah bikin kesel",1,negatif
sangat memuaskan,5,positif
sangat puas dengan aplikasi shopee ini....sejak pertama hadir sampai skarang selalu shoping online via shopee....💪🙏,5,positif
good,5,positif
"iklan nya tolong di kurangi di apk lain saya lagi baca novel awal nya ada 1 iklan shope ini,oke la wajar la ,kedua ga ada tulisan iklan atau apapun itu tiba'ke shope lagi ,keluar dari apk shope beberapa detik muncul lagi 4 kali kaya gitu muak",5,positif
mantebe,5,positif
apk busuk....paket datang di tempat setelah di buka tidak sama dengan gambar iklan betul-betul busuk bau bangkai...toko penipu....,1,negatif
terbaik,5,positif
aplikasi nya bagus tapi harus di perbaiki dari aplikasi shopee ini karena barang yang saya chek out itu kadang kadang palsu contoh saya beli hp malah keluar casing doang,5,positif
saya merasa produk yang dijual sesuai dengan gambar asli nya,5,positif
puas berbelanja di shope,5,positif
"sangat memuas kan,semoga k depan ny bisa terus begitu.",5,positif
Shopee sangat profesional dalam mengelola bisnis dan memanjakan pelanggan,5,positif
bgus,5,positif
bagus aplikasi nya,5,positif
Sangat suka,5,positif
"Masya Allah memenuhi kebutuhan, murah",5,positif
ni aplikasi bikin risih ketika buka aplikasi lain selalu melempar aplikasi ke shopee masuk shopee lagi masuk shopee lagi harus tetap blanja gituh setiap mnit,1,negatif
aplikasi taik. bnyak fitur tapi gak bermanfaat.,1,negatif
terima kasih Shoope sudah memudahkan untuk belanja online dari rumah dan dapat ongkir gratis banyak,5,positif
kalo Aplikasi shopee ini sudah sangat bagus cuman orang - orang ikut bergabung di aplikasi shopee ini masih ada saja kelakuan nya yang kurang ajar terkadang membohongi konsumen lain yang di aplot lain juga yang dia jual ke pembeli Saya ada contoh penjual kacang mete itu yang Dia posting bagus - bagus yang dia kasih ke pembeli yang remuk redam itulah salah satu nya dan banyak lagi yang lain ada juga yang saya pesan satu set sama batrany sama inverter nya juga malah yang di kirim ke saya cuma inve,5,positif
Sangat baik,5,positif
sippp,5,positif
"gak suka banget sama iklannya, suka tiba tiba buka apknya sndiri.... jdi mls belanja dsini, bukan apa ya sbnrnya tp suka tba tba ke chekout sndiri",3,netral
"Sejauh menggunakan aplikasi ini, baik baik saja sampai pada pihak pengiriman mencacatkan barang yg saya beli. Pihak Shopee tidak memberikan estimasi waktu penyesaian jika mengajukan pengembalian barang. Kondisi saya (pembeli) sangat membutuhkan barangnya, dan penjual sangat membutuhkan uangnya. tanpa jaminan/estimasi kapan selesai dan apakah barangnya perlu dikembalikan. kita kira dengan kondisi seperti sebelumnya, apakah pembeli akan melakukan pengajuan pengembalian barang? tentu tidak.",1,negatif
kalo buat iklan jangan spam,3,netral
mudah dan mantap 👍😁,5,positif
"bagus memuaskan,,",5,positif
Bagus,5,positif
bagus,5,positif
",tip, bui buik",5,positif
"tolong di kecil kan ukuran aplikasi shopee nya, hp saya makin berat min 🙏",4,positif
sekarang aku sudah paham dengan shopee,5,positif
"sangat"" merugikan penjual",1,negatif
oke,5,positif
saya senang belanja di shopee karena selalu dapat promo menarik.,5,positif
lama banget kalo di download,4,positif
Bagus,1,negatif
Aman dan Amanah,5,positif
sangat-sangat membantu sekali,5,positif
puas dgn pelayanannya,5,positif
sangat bgus produk ini,5,positif
mempermudah banget belanja di Shopee,5,positif
"trimakasih bosku, berbelanja sangat lebih mudah tgl tunggu waktu barang dtang",5,positif
sangat cocok untuk di rekomendasikan,5,positif
murah bgt barang barang nya pokonya the best deh,5,positif
oke,5,positif
Mantap sekali,5,positif
sangat Bagus,5,positif
bnyak promo,5,positif
mantap,5,positif
bagus,5,positif
"shopee memudahkan keperluan, simpel, terjamin dan harga bersaing (lebih murah)",5,positif
mantap,5,positif
bagus selalu tepat waktu,5,positif
"pesan disini sangat mengecewakaan, estimasi selalu diundur , detail pesanan TDK updet 3 hari sangat mengecewakaan untuk saya ,,udh gak kaya dulu lagi apk nya pengiriman lambat ,,saya TDK akan pernah memesan diapk ini lagi",1,negatif
sangat puas belnja pke shophee tpi tolong . untuk expidisi bagian gudang dan kurir di perketat lagi . sekarang bukan cuma seller tpi kostumer juga sering main curang,5,positif
akun shopee sangat membantu,5,positif
mantabz,5,positif
shopee...tetap jadi pilihan,5,positif
bagus selama saya pakai shopee semua barang nya ori,5,positif
sangat membantu,5,positif
"mau ngeluh buat kurir kurir shopee Akun saya Sampe gak bisa COD karena kurir shopee, Saya Pesan tidak di antar tapi disitu ada tulisan bahwa saya tidak mau menerima paket, Ini maksudnya gmna?, Saya udah tunggu lama lama, Tidak di antar, Malah ada tulisan seperti itu sampe Akun saya tidak bisa melakukan COD bukan sekali 2 kali tapi udah sering sekali saya seperti itu, Pesan tidak di antar tiba tiba seakan saya gamau nerima paket, Kurir nya tidak amanah... Buat apk nya bagus tapi jelek kurirnya",5,positif
"ngetik apa aja munculnya iphone mulu, g 1-2x tapi sering banget + iklan popup nya juga ganggu banget, preview & barang beda tetep lolos & dibiarin, layanan pengaduan muter"" g jelas, dsb",1,negatif
